<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MVID;D;20130904;0;275.5000000;78220
MVID;D;20130905;0;274.1900000;22610
MVID;D;20130906;0;268.0000000;10720
MVID;D;20130909;0;263.6300000;42460
MVID;D;20130910;0;270.6000000;66010
MVID;D;20130911;0;269.4100000;47630
MVID;D;20130912;0;278.0000000;165360
MVID;D;20130913;0;277.9900000;83540
MVID;D;20130916;0;280.0000000;146430
MVID;D;20130917;0;278.0700000;66230
MVID;D;20130918;0;272.4000000;84570
MVID;D;20130919;0;277.9100000;122330
MVID;D;20130920;0;280.6600000;129550
MVID;D;20130923;0;280.6700000;19990
MVID;D;20130924;0;279.9500000;145340
MVID;D;20130925;0;279.5000000;45070
MVID;D;20130926;0;279.9700000;65920
MVID;D;20130927;0;275.5500000;87330
MVID;D;20130930;0;267.0000000;41410
MVID;D;20131001;0;270.0000000;54140
MVID;D;20131002;0;272.3800000;48040
MVID;D;20131003;0;275.9500000;49570
MVID;D;20131004;0;275.0000000;48180
MVID;D;20131007;0;270.4500000;27680
MVID;D;20131008;0;273.4600000;137670
MVID;D;20131009;0;272.7500000;7410
MVID;D;20131010;0;275.0000000;117620
MVID;D;20131011;0;277.2600000;20980
MVID;D;20131014;0;275.9600000;11560
MVID;D;20131015;0;277.9900000;12360
MVID;D;20131016;0;284.0000000;30020
MVID;D;20131017;0;279.1200000;14990
MVID;D;20131018;0;280.5000000;50500
MVID;D;20131021;0;280.2700000;32020
MVID;D;20131022;0;282.0000000;23610
MVID;D;20131023;0;282.4400000;52860
MVID;D;20131024;0;283.3000000;14550
MVID;D;20131025;0;282.3500000;71610
MVID;D;20131028;0;282.9000000;24630
MVID;D;20131029;0;283.9000000;32600
MVID;D;20131030;0;283.9400000;36490
MVID;D;20131031;0;273.9900000;56030
MVID;D;20131101;0;276.2000000;28160
MVID;D;20131105;0;279.4500000;45350
MVID;D;20131106;0;279.3300000;52740
MVID;D;20131107;0;281.0000000;12780
MVID;D;20131108;0;279.9700000;43740
MVID;D;20131111;0;280.9800000;43610
MVID;D;20131112;0;280.6500000;16480
MVID;D;20131113;0;278.3800000;70480
MVID;D;20131114;0;278.9400000;114140
MVID;D;20131115;0;277.3100000;43160
MVID;D;20131118;0;280.5000000;10090
MVID;D;20131119;0;279.5000000;23000
MVID;D;20131120;0;283.5000000;46900
MVID;D;20131121;0;279.4600000;18740
MVID;D;20131122;0;281.0000000;33620
